name ,main_category ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
Echoes of Eridu: Co-optional Roguelike Megaman-style action,Games,11/05/2014 12:31,20000,11/04/2014 12:31,20551.84,successful,572,US,20551.84
Kerrie Comilla's Debut Album!,Music,22/02/2012 02:02,3500,18/01/2012 02:02,700,failed,17,US,700
Partner with your favorite Screws!,Art,21/04/2015 06:02,15000,27/03/2015 05:02,3500.47,failed,19,US,3500.47
The Ambercrest Massacre,Film & Video,04/09/2015 20:44,5000,06/08/2015 17:17,0,failed,0,US,0
The Skinny,Film & Video,10/03/2015 23:51,10000,09/02/2015 00:51,12153,successful,254,US,12153
Danimal Lector - Upcoming Album/Features/Videos/Tour,Music,28/02/2013 20:46,2000,29/01/2013 20:46,2035,successful,55,US,2035
Mei & Maio,Publishing,13/09/2013 16:58,20000,14/08/2013 16:58,0,failed,0,US,0
Custom wood signs made by Eric Parrillo,Crafts,31/07/2016 06:35,5000,29/06/2016 02:21,6,failed,2,US,1
Just a taste... this is my first album.,Music,04/01/2016 07:16,8000,04/12/2015 08:02,0,undefined,0,"N,""0",
Pre Order the new Silver From the Flames CD HERE!!!!,Music,27/09/2012 19:17,1500,28/08/2012 19:17,1650,successful,40,US,1650
RealBloodlines (Canceled),Film & Video,11/08/2014 08:59,20000,27/07/2014 19:06,12,canceled,3,US,12
"Siren Reef: Performance, Paintings, Sculptures and Video to Protect the Coral Reefs",Theater,14/04/2010 23:00,1500,14/01/2010 22:17,30,failed,2,US,30
Bluewhale game controller - Release your Apple gaming power,Technology,12/06/2015 10:54,50000,12/05/2015 14:31,453,canceled,8,US,453
Fiddlin'-Old Time and Bluegrass Music Documentary,Film & Video,12/09/2016 19:42,15000,26/07/2016 19:42,23327,successful,106,US,1383
"Commission ""Sapphire"" - a new work for concert band",Music,17/04/2013 06:59,1000,26/03/2013 01:49,1210,successful,43,US,1210
Essence Coffee Roasters,Food,28/05/2015 03:43,30000,28/04/2015 03:43,50,failed,2,US,50
Frozen Tiger - Project Management Portal,Technology,14/03/2015 09:09,100000,12/02/2015 10:09,0,canceled,0,GB,0
JESUS CHRIST : CAPITAL DEFENDANT (Canceled),Film & Video,13/02/2012 16:24,40000,14/01/2012 16:24,2395,canceled,20,US,2395
Designs by NESSES,Design,05/03/2015 12:34,12500,03/02/2015 12:34,126,failed,3,US,126
ìThe World We Are Creating: Toronto Editionî Book,Publishing,24/02/2014 22:24,5500,22/01/2014 04:45,718.67,failed,15,CA,656.3382129
LDAP Browser in Python+QT,Technology,19/07/2015 23:20,25000,20/05/2015 23:20,306,failed,13,CA,252.1205726
The Sweeney Brothers Show,Theater,03/03/2016 01:00,3500,03/02/2016 23:22,57,failed,3,US,57
The Cycling Chicks Collection: Stylish Jewelry & Accessories,Fashion,28/04/2016 20:40,5500,28/03/2016 23:58,444,failed,5,US,444
Highwayman: Winter Swarm by Michael Arnold (Canceled),Publishing,14/11/2015 13:49,2000,15/10/2015 13:49,0,canceled,0,GB,0
Dircky Dee and Dr.E Productions,Film & Video,19/04/2015 22:58,25000,18/02/2015 22:58,0,failed,0,CA,0
QUIKFIN: quick release for kiteboard and wakeboard fins,Design,28/04/2014 18:18,70000,29/03/2014 17:18,820,failed,14,US,820
Tonight on Our Stage,Theater,30/10/2015 03:49,1500,30/09/2015 04:49,50,failed,2,CA,37.510869
Semester at Sea,Film & Video,26/02/2015 22:04,30000,27/01/2015 22:04,2,failed,2,US,2
The Chatterton / McCright Duo CD,Music,25/10/2015 20:12,5500,25/09/2015 21:12,5525,successful,38,US,5525
Play LA: The Movie,Film & Video,22/10/2013 08:59,22000,20/09/2013 16:35,370,failed,7,US,370
Band Promotional Photography. (Canceled),Photography,24/12/2013 14:12,1500,25/10/2013 14:12,1,canceled,1,GB,1.61898486
Amazing sound quality via Bluetooth +KNOB,Design,27/11/2011 16:10,15000,13/10/2011 16:10,47574,successful,264,US,47574
The Undocumented Engineer,Publishing,31/07/2015 08:12,30000,01/07/2015 08:12,195,failed,5,US,195
COMIX: Beyond The Comic Book Pages - The Movie,Film & Video,15/11/2014 01:50,35000,16/10/2014 01:50,17486,failed,137,US,17486
Masters of Hawaiian Music Film Series 2016,Film & Video,03/05/2016 11:59,51000,23/03/2016 05:47,53332,successful,424,US,53332
FRONTIERS - Explore ? Discover ? Survive,Games,17/07/2013 16:49,50000,17/06/2013 16:49,157381.22,successful,4574,US,157381.22
"Student IQMax Course, by The Wiseman Institute",Technology,07/09/2014 11:53,3800,08/08/2014 11:53,6709,successful,54,US,6709
It's our canvas!,Art,09/08/2015 21:42,6000,10/07/2015 21:42,0,failed,0,US,0
Postcards from Lake Superior,Photography,29/03/2016 05:48,2500,15/03/2016 04:48,87,failed,4,US,87
LabCandy - This Is What A Scientist Looks Like.,Design,17/09/2014 03:00,20000,19/08/2014 21:03,31035,successful,304,US,31035
Bight Lox,Art,14/09/2014 21:31,1555,15/08/2014 21:31,0,failed,0,US,0
SIMON SAYS,Film & Video,26/05/2012 03:25,40000,26/04/2012 03:25,1080,failed,4,US,1080
Gamer Sportswear - Cthulhu Gear,Games,30/07/2014 16:22,500,30/06/2014 16:22,516,successful,9,GB,878.996583
HermanboT - A wooden robot that wants to take over the world,Design,11/11/2015 19:39,2000,12/10/2015 19:39,52,canceled,3,US,52
Dear Birthmothers: An outreach to adoptive moms,Publishing,21/06/2016 07:47,800,07/06/2016 07:47,2,failed,2,US,2
CopenhagenHammockAcademy,Design,17/09/2016 20:06,10000,18/08/2016 20:06,405,failed,3,DK,0
The website: WeControlCongress.us,Technology,06/05/2016 23:19,36000,14/04/2016 10:18,0,failed,0,US,0
Praise Dome,Music,23/10/2014 02:27,480000,23/09/2014 02:27,126,failed,3,US,126
L0w1soft - Start up a young company,Games,17/02/2016 17:18,2000,18/01/2016 17:18,55,failed,2,LU,60.0261057
Misery Perfectum Eerie Vons Journey w Samhain Danzig Misfits,Film & Video,05/05/2015 04:05,75000,06/03/2015 04:05,11380,failed,170,US,11380
"YOLKED   ""Hatch A New Beginning""  -- Healthy Fast Food",Food,23/02/2015 09:01,60000,20/01/2015 19:03,254,failed,9,US,254
"Coros LIVE, E-Paper Smartwatch, up to 6 Weeks Battery Life",Technology,21/04/2015 14:55,20000,22/03/2015 13:55,7644,suspended,134,US,7644
service with a smile,Publishing,01/07/2016 23:00,15000,01/06/2016 23:00,0,failed,0,US,0
Rate My Landlord,Technology,21/02/2015 04:35,15000,22/01/2015 04:35,9,failed,5,AU,7.3510434
Pack of Dogs Playing Cards: Pedigree Poker ó USPCC Printed,Games,26/10/2014 21:30,10000,26/09/2014 22:30,11699.06,successful,260,US,11699.06
Millies Savory Teas - Comfort Food in a Broth,Food,30/11/2012 09:43,500,31/10/2012 08:43,1232,successful,36,US,1232
Comatose (Canceled),Film & Video,09/10/2011 07:04,2200,09/09/2011 07:04,215,canceled,6,US,215
Tales of a Small Town Collector,Film & Video,03/01/2017 00:29,2000,04/12/2016 00:29,0,live,0,CA,0
Following The Past - A Supernatural Crime Story,Film & Video,16/05/2013 20:56,5000,01/04/2013 20:56,0,failed,0,US,0
Jebadiah's Axe,Film & Video,26/04/2012 20:48,3000,27/03/2012 20:48,10,failed,1,US,10
Universe Game,Games,12/12/2015 20:23,5000,13/10/2015 20:23,71,failed,3,US,71
"Valenxe 4-in-1 Leggings, Tights, Shapewear as Pants.",Fashion,25/08/2016 11:49,9000,05/08/2016 11:49,14628,successful,139,CA,2425.294058
CART Mobile Art Gallery (Canceled),Art,17/04/2013 07:15,15000,18/03/2013 06:15,3055,canceled,53,US,3055
Discover World,Publishing,20/04/2015 07:04,1400,28/02/2015 06:15,0,undefined,0,"N,""0",
Maker Pipe.  A better way to build.,Technology,23/10/2015 06:28,100000,23/09/2015 06:28,15510.4,failed,110,US,15510.4
Forged Carbon Fiber Minimalist Wallet,Design,23/02/2016 08:59,15000,21/01/2016 19:33,824,failed,10,US,824
Chris Wilhelm's New CD,Music,07/06/2011 23:32,2000,08/05/2011 23:32,2020,successful,29,US,2020
audiafauna's first full length studio album!!!,Music,01/02/2011 17:59,8000,19/11/2010 21:30,8971,successful,127,US,8971
Armond Young :The Heaven Project (ep),Music,19/12/2015 00:27,15000,19/11/2015 00:27,0,failed,0,US,0
Throttle Junkies Hardcore Clothing,Fashion,29/10/2015 17:22,20000,29/09/2015 18:22,105,failed,1,US,105
Magigold World,Games,04/04/2015 18:54,5000,05/03/2015 18:54,0,failed,0,US,0
The Hand of Man,Art,18/09/2012 17:38,2500,28/08/2012 17:38,2618,successful,17,US,2618
Living Reflections: A Journal to Cultivate a Life of Praise!,Publishing,27/07/2016 18:15,5900,06/07/2016 18:15,6040,successful,69,US,373
The Lioness Oracle Tarot,Art,30/10/2016 16:06,5000,30/09/2016 17:06,5873,successful,108,US,2452
Benta Belts...Let one choose you,Fashion,11/10/2016 07:10,12000,01/09/2016 07:10,12159,successful,103,US,1891
TO BE A KING -- a Mafia novel set in Detroit,Publishing,03/03/2013 22:55,2500,01/02/2013 22:55,0,failed,0,US,0
Chronicles of the Void Graphic Novel,Comics,21/06/2014 00:27,500,22/05/2014 00:27,78,failed,6,GB,131.1682718
Intentional Community for the overpriced land market in L.A.,Design,14/08/2016 18:43,750000,17/06/2016 01:49,611,failed,3,US,110
Tha Movement Project,Music,12/09/2014 16:27,5000,13/08/2014 16:27,15,failed,1,US,15
Pepe Bigote Children's Books English & Spanish Short Stories,Publishing,13/07/2014 00:34,6500,19/06/2014 00:34,4,failed,2,US,4
Micro Wars,Games,31/08/2012 04:02,5500,13/07/2012 21:11,125,failed,4,US,125
bikeCargo Grocery Bag Porter (Canceled),Technology,25/12/2015 02:00,50000,17/11/2015 02:41,119,canceled,2,US,119
Breathable x Water Proof hoodie w/10+ Practical Functions,Fashion,01/01/2016 17:16,25000,12/11/2015 17:16,124110,successful,1093,US,124110
Broke Folks Survival Guide,Publishing,28/07/2012 07:29,3500,28/06/2012 07:29,201,failed,8,US,201
"37 U.S. Navy Sailors Murdered, an American story",Film & Video,10/07/2015 18:05,2000000,11/05/2015 18:05,0,failed,0,US,0
5th Fridays @ The Bread,Music,29/08/2014 14:00,1000,15/08/2014 04:36,0,failed,0,US,0
Creative Literature & Arts Project,Publishing,30/07/2015 12:53,2200,29/06/2015 12:53,25,failed,1,GB,39.36989275
Crossing Souls: An Adventure Between Life and Death,Games,17/12/2014 14:45,45000,17/11/2014 14:45,51983.99,successful,1752,US,51983.99
Don Quixote US Tour,Dance,22/08/2015 20:29,12000,22/07/2015 04:05,15684,successful,80,US,15684
Chicken Family,Food,12/01/2017 06:51,120000,28/11/2016 06:51,0,live,0,MX,0
JJ Waller's Blackpool volume 01,Photography,09/11/2015 00:45,4800,18/10/2015 21:19,272,failed,12,GB,419.9747402
NINJA SPHERE: Next Generation Control of Your Environment,Technology,12/01/2014 03:33,115000,13/11/2013 03:33,702937.5,successful,1772,AU,659563.2969
Janessa,Music,19/04/2015 00:22,10000,19/03/2015 04:14,450,failed,9,US,450
Chicago Street Life Photo & 4K Video Documentary,Film & Video,27/11/2014 22:18,10000,28/10/2014 21:18,221,failed,5,US,221
Dutch Boy and The Electric Kid (Canceled),Film & Video,11/09/2015 21:59,200000,12/08/2015 21:59,0,canceled,0,US,0
Let the kids dance,Dance,16/01/2016 21:16,475000,17/11/2015 21:16,6,failed,2,US,6
Open Science Tracker,Technology,25/12/2010 20:50,1000,26/09/2010 20:50,1000,successful,24,US,1000
"Master, duplicate and release ""A Place Of My Own""",Music,02/05/2011 02:51,540,02/04/2011 02:51,610,successful,21,US,610
What's Grosser Than Gross? (Canceled),Games,26/04/2015 06:11,25000,27/03/2015 17:22,800,canceled,8,US,800
Flight Drum Tour and Festival,Music,17/07/2013 01:28,3500,17/06/2013 01:28,100,failed,3,US,100
We're ready to go mobile!,Food,07/01/2014 00:40,5000,28/11/2013 00:40,215,failed,11,US,215
shadowtrain,Film & Video,07/02/2012 17:49,55000,09/12/2011 17:49,250,failed,7,US,250
Im Baking Cookies,Food,30/07/2014 18:00,20,09/07/2014 03:32,0,failed,0,CA,0
Open Weaves:  Ricaurte Paja Toquilla Panama Hats,Fashion,14/07/2015 16:12,250,04/07/2015 16:12,310,successful,4,US,310
"Major Motion Picture ""Asarum"" (Canceled)",Film & Video,27/02/2015 20:46,300000,28/01/2015 20:46,1000,canceled,1,US,1000
The Persian Empire (ROYAL EDITION)- Playing Card by Bicycle,Design,15/11/2013 22:13,13000,16/10/2013 22:13,4810,failed,209,US,4810
Munch Wagon- Food Truck,Food,17/05/2015 18:40,20000,27/04/2015 18:40,0,failed,0,US,0
Project Muddy Pallet Cabin,Design,17/10/2014 00:38,20000,17/09/2014 00:38,1,failed,1,US,1
camPAIN the Game,Games,27/01/2012 05:35,27500,19/12/2011 12:54,311,failed,9,US,311
Theodore's Big Screen Endeavor,Film & Video,13/06/2011 18:40,1000,13/05/2011 18:40,1065.49,successful,44,US,1065.49
"Zyon Gooden's ""Soldier 2 Artist"" Independent Solo Album",Music,28/04/2015 05:27,10000,27/02/2015 05:27,1541,failed,19,US,1541
ArchiNATI-An architecture festival for Cincinnati,Art,15/09/2011 17:57,1000,25/08/2011 17:57,1816,successful,13,US,1816
Faces of Africa: A Book of Photos (Canceled),Photography,08/06/2012 22:00,30000,10/04/2012 01:54,0,canceled,0,US,0
Praxis Zero,Design,04/01/2012 20:05,24000,13/12/2011 17:25,11931,failed,21,US,11931
JustType - Self-learning virtual keyboard,Technology,03/06/2015 18:38,40000,04/05/2015 18:38,12071,failed,62,SE,1436.995092
PoD - Portable Power on Demand (Suspended),Technology,14/08/2014 01:01,1500,15/07/2014 01:01,8406,suspended,56,US,8406
"""A Bird Will Sing"" - The New Album by Serena Jost",Music,18/09/2010 05:59,10000,21/06/2010 22:00,10055,successful,123,US,10055
Tap'N'Trap: funny mobile game about no joking matter,Games,07/10/2015 09:01,20000,07/09/2015 09:01,14,failed,1,CA,10.54197816
The Institution Theater - 4 New Shows and 1 New Theater!,Theater,16/02/2012 19:06,20000,17/01/2012 19:06,22415.71,successful,294,US,22415.71
Release the Skyline Album,Music,17/10/2012 22:17,300,17/09/2012 22:17,301,successful,8,US,301
Endure,Music,13/12/2014 05:59,2500,12/11/2014 19:51,2741,successful,17,US,2741
Crafteroid Alpha Demo,Games,01/11/2011 05:59,5000,30/09/2011 07:19,80,failed,5,US,80
The Granny Whites Studio Album and Show Tour,Music,20/01/2013 06:01,1500,21/11/2012 06:01,1698,successful,50,US,1698
ESPER: The Horror Roleplaying Game,Games,22/09/2012 02:27,8000,23/08/2012 02:27,231,failed,9,US,231
LABYRINTH OUTBREAK: DEAD OF WINTER,Games,06/06/2014 15:59,1600,10/05/2014 04:11,1945,successful,51,AU,1820.937689
The Diary of a Love Tragedy,Publishing,24/02/2015 02:16,8000,25/01/2015 02:16,2,failed,2,US,2
"White/Omega 7""",Music,02/01/2013 23:52,1600,03/12/2012 23:52,1659,successful,27,US,1659
Art in a Suitcase,Art,03/10/2014 20:22,3000,03/09/2014 20:22,3783,successful,54,US,3783
Band Missing! Help us to remake it,Music,08/08/2015 10:29,2000,19/06/2015 10:29,9,failed,2,IT,10.22141862
"""Blackpine Falls"" Horror/Fantasy Film",Film & Video,13/03/2016 06:57,400,29/02/2016 22:31,490,successful,9,US,490
Educational Rap Album,Music,24/11/2012 22:14,15000,25/10/2012 22:14,50,failed,2,US,50
"In Your Eyes 7"" Record",Music,13/06/2011 21:13,600,14/05/2011 21:13,682.01,successful,39,US,682.01
Grind. Pray. Clothing - Plant Seeds. Pray for Rain.,Fashion,22/06/2015 17:57,1000,01/06/2015 17:57,25,failed,1,US,25
Jillion: An Open-Source JavaScript Framework for HTTP/2,Technology,01/04/2016 18:14,25000,02/03/2016 18:14,25,failed,2,US,25
VULTURES! (Canceled),Games,26/04/2015 17:23,6000,27/03/2015 16:23,855,canceled,22,US,855
Hogger Logger,Games,15/09/2014 05:59,9500,12/08/2014 17:04,12279.05,successful,341,US,12279.05
Sweet Violet Bride: A Nature-Inspired Wedding Magazine,Publishing,15/07/2013 15:07,10000,10/06/2013 15:07,1765,failed,28,US,1765
Steam (Suspended),Games,19/06/2015 16:54,10,20/05/2015 16:54,5,suspended,1,US,5
Lil Tea's Clothing,Fashion,02/08/2014 15:31,4500,23/06/2014 15:31,4500,successful,13,US,4500
Beer People: An exploration of Michigan beer and breweries,Film & Video,19/10/2011 02:28,750,04/10/2011 02:28,800,successful,29,US,800
Help The White Elephant Record Their Second Album,Music,19/12/2012 19:00,5000,19/11/2012 19:00,5360,successful,53,US,5360
UNICORN SKY POST PRODUCTION PROJECT,Film & Video,14/02/2014 06:35,1200,16/01/2014 16:54,1460,successful,39,US,1460
OTHERWORLD,Games,03/02/2016 21:08,5400,04/01/2016 21:08,22,failed,3,US,22
www.SMARTPHONEDOCTOR.co.uk,Technology,22/01/2015 15:58,15000,23/12/2014 15:58,54,failed,4,GB,84.47240736
The Polaris Experience - Concept Album & Performance,Music,02/11/2014 01:00,3500,04/10/2014 01:03,1061.25,failed,38,GB,1720.058028
Tarantini Gabriele Milano,Fashion,22/07/2015 21:05,7000,30/06/2015 21:05,0,failed,0,GB,0
Skin Goods Co. - Classic Bags & Wallets. Premium Leather.,Design,11/07/2014 00:59,150,04/07/2014 00:59,6395,successful,38,US,6395
Prints-4-Press,Art,07/03/2012 18:12,3500,27/01/2012 18:12,180,failed,3,US,180
On the Trail of Trump,Theater,31/03/2016 20:21,444000,03/02/2016 15:12,10,failed,1,CA,7.1516793
Join the Brown Girl Movement!,Fashion,25/08/2014 00:35,25000,26/07/2014 00:35,195,failed,6,US,195
"Capturing California: A journey with a twist, YOU.",Photography,04/05/2013 19:41,3000,03/04/2013 06:28,311,failed,7,US,311
Angelina's Bridal Consignment Boutique,Fashion,24/02/2015 22:15,10000,27/01/2015 21:31,12,failed,3,US,12
Smart Cargo for iPadô,Design,09/08/2013 16:59,10000,10/06/2013 16:59,45629,successful,1809,US,45629
The Art of You Too,Music,29/01/2016 09:00,3500,30/12/2015 09:00,50,failed,2,US,50
Raspberry Pi Micro-USB On / Off Power Switch Circuit,Technology,08/03/2013 01:43,1250,16/02/2013 01:43,5731.42,successful,241,US,5731.42
Quiescent - 'The Doldrums' EP,Music,01/12/2014 13:00,350,10/11/2014 23:11,365,successful,35,GB,578.9093049
Adventures of Sparky - Search for the Butterfly Tattoo,Publishing,28/06/2014 17:01,1285,23/05/2014 20:51,5,failed,1,US,5
The Chilly Bean,Food,07/09/2016 22:24,20000,08/08/2016 22:24,3055,failed,12,US,2910
HuskrBot Team 6412,Technology,05/05/2014 18:44,1500,31/03/2014 18:44,1532,successful,34,US,1532
My next horror/thriller novel (Canceled),Publishing,05/02/2014 10:56,5000,11/01/2014 10:56,0,canceled,0,GB,0
The Necromance Years Revisited EP (Canceled),Music,07/12/2015 02:00,4000,01/11/2015 04:02,1048.13,canceled,23,US,1048.13
11:11 Peridot Portal : A Key to Evolving Consciousness,Art,02/05/2011 15:35,11110,07/03/2011 03:27,2496.11,failed,64,US,2496.11
ProtoZero - A Raspberry Pi Zero Prototyping Board,Technology,22/01/2016 21:00,500,22/12/2015 23:11,4782,successful,361,GB,7131.810243
The B.O.T.I. - Bigger on the Inside Proto-type,Technology,10/11/2014 23:09,254560,26/09/2014 23:09,10,failed,1,US,10
Custom printed Lego Minifigure with your Design,Design,04/02/2016 01:24,3500,05/01/2016 01:24,273,failed,8,IE,296.4613579
"Murder as a Call to Love, the Zen of Forgiveness--the book",Publishing,08/06/2011 22:04,7600,09/03/2011 22:04,4705.5,failed,77,US,4705.5
CIII: Even Celestina Gets The Blues,Music,02/01/2012 19:34,5000,03/12/2011 19:34,100,failed,1,US,100
The 30 Day TRAVEL SOCK - GUARANTEED FOR LIFE - Wool Fresh,Fashion,08/07/2016 20:00,10000,07/06/2016 18:28,22241,suspended,516,US,22241
"""Faith & Justice"" Series Season 1 Project",Film & Video,07/07/2014 06:00,7500,07/06/2014 04:03,1016,failed,29,US,1016
Elizabeth's Precious Kitty - A Stage Play,Theater,23/06/2013 18:00,3500,17/05/2013 18:39,254,failed,11,US,254
One Take EP,Music,17/07/2015 00:11,2000,17/06/2015 00:11,0,failed,0,GB,0
Dragon Grip,Design,25/06/2012 02:10,40000,26/04/2012 02:10,3498,failed,49,US,3498
ARTkids,Art,28/08/2013 18:48,3000,29/07/2013 18:48,3409,successful,71,US,3409
Kitty Guard,Design,10/09/2015 01:44,80000,11/08/2015 01:44,103,failed,3,US,103
A Vulture's Tale - Graduation Film,Film & Video,22/04/2014 00:00,700,03/04/2014 21:47,713,successful,26,GB,1185.925905
PMNEWS for a better world - Por un mundo mejor,Journalism,18/11/2015 02:46,28000,19/09/2015 02:46,0,failed,0,US,0
Dreams to Reality,Publishing,06/06/2015 20:20,2000,07/05/2015 20:20,0,undefined,0,"N,""0",
THE CABIN SISTERS -  Zosia and Clara Mamet,Music,09/06/2013 21:56,32000,26/05/2013 21:56,2783.69,failed,80,US,2783.69
The Big Surprise,Publishing,27/10/2014 16:33,3000,27/09/2014 17:33,100,failed,2,US,100
MyFitDog - Best Fit Friend,Technology,07/02/2014 07:06,30000,08/01/2014 07:06,30088,successful,91,US,30088
"Luke's WorldClass Heirloom Tomato Juice, Nectar, Bloody Mary",Food,01/06/2013 02:58,7700,18/04/2013 13:56,751,failed,15,US,751
Sondheim Alive,Theater,10/12/2016 21:09,5000,10/11/2016 21:09,50,live,1,US,0
Raqs Macabre (Dance Macabre),Dance,10/07/2014 05:59,4500,04/06/2014 18:58,4540,successful,33,CA,4167.875404
"Radian 2: Time Lapse, Motion, and Wireless Camera Control",Technology,05/06/2015 19:00,153471,07/05/2015 18:58,272238,successful,916,US,272238
Rural Uganda Stringed Instrument Preservation,Music,23/10/2016 17:32,800,23/09/2016 17:32,825,successful,20,US,240
THE BIG FREEZE,Music,09/09/2015 15:18,11300,10/08/2015 15:18,60,failed,6,GB,92.971797
turnUP Watches - 1 Watch with 100 Interchangeble Combos,Fashion,13/02/2014 02:00,5000,14/01/2014 02:00,175,canceled,7,US,175
MUM,Film & Video,04/02/2013 05:00,4000,01/01/2013 17:28,4348,successful,98,US,4348
Pokemon Adventures Online (Canceled),Games,06/12/2015 23:47,400,06/11/2015 23:47,80,canceled,5,US,80
THE BUS: Off Broadway to Westboro Baptist Church (Canceled),Theater,20/06/2011 05:00,87500,17/05/2011 15:00,10380,canceled,125,US,10380
Journal of the Earth (Canceled),Publishing,05/10/2012 21:49,57750,05/09/2012 21:49,1185,canceled,23,US,1185
Dopess Alliance - The UNI Project! Join our movement!,Music,06/12/2013 22:21,3500,22/10/2013 22:21,30,failed,2,US,30
Daily Jobs,Technology,05/07/2015 23:33,50000,04/06/2015 23:33,600,failed,1,US,600
Child Eater,Film & Video,30/01/2012 14:26,5000,01/12/2011 14:26,5337,successful,78,US,5337
T is for T-Shirts: An Alpha-Sketch Project,Fashion,06/07/2012 23:27,7150,06/06/2012 23:27,4565,failed,37,US,4565
SO FUNNY,Film & Video,31/05/2013 04:00,43000,04/05/2013 16:53,47338,successful,349,US,47338
"Times Nine/Slaymaker - Greatest Hits 7"" !! (Canceled)",Music,02/03/2012 07:36,1000,01/02/2012 07:36,0,canceled,0,US,0
ROOM FOR RENT THE SERIES,Film & Video,19/04/2011 21:38,3000,19/03/2011 20:38,195,failed,11,US,195
"Tatch: Best way to attach any 10"" tablet to any headrest.",Design,18/11/2013 04:00,7400,17/10/2013 18:38,850,failed,36,US,850
"Rock Musical eBook with BudaRest ""Too Much To Remember""",Music,11/03/2013 13:26,1000,09/02/2013 14:26,1346,successful,53,US,1346
NEW MUSIC: A BRIDGE TO BEIJING,Music,31/03/2013 06:05,3000,23/02/2013 06:05,4191,successful,61,US,4191
Introducing Teddy: a story about being yourself,Publishing,14/09/2015 09:00,10500,08/08/2015 05:58,20161.19,successful,435,AU,14773.60935
Stolen,Art,31/07/2013 17:08,30000,01/07/2013 17:08,2521,failed,22,US,2521
Capital City Percussion Needs New Instruments,Music,17/08/2014 01:13,1000,18/07/2014 01:13,1033,successful,14,US,1033
Infinity Blanket,Design,22/03/2014 18:11,5000,20/02/2014 19:11,827,failed,13,US,827
Normandy photo-realistic 28mm terrain,Games,22/12/2015 07:45,4000,23/10/2015 07:45,4924.5,successful,48,GB,7597.813479
The Pink Couch Project,Photography,07/08/2011 16:43,17500,23/06/2011 16:43,380,failed,10,US,380
Lilith:An Intermedia Dance Experience,Dance,03/01/2012 03:33,1000,04/11/2011 02:33,1155,successful,28,US,1155
1d100 - A Book of Lists,Games,25/07/2013 19:00,350,25/06/2013 19:00,18208.01,successful,788,US,18208.01
Future Bike: Live Challenge,Design,29/03/2016 10:32,12000,09/03/2016 10:32,12081,successful,58,GB,17218.30523
"Westminster BA Fine Art Degree Show 2015 ""NAMES""",Art,16/05/2015 17:30,1000,16/04/2015 17:30,1379,successful,54,GB,2035.667734
"BLEEN, The Graphic Novel",Comics,27/07/2016 22:29,3000,12/06/2016 22:29,356,failed,8,US,356
"""Revenge & Retribution"" Portfolio",Film & Video,08/02/2013 19:42,3000,12/12/2012 07:07,10,failed,1,US,10
Crochet Kidz Boutique,Crafts,23/07/2014 22:51,2500,23/06/2014 22:51,151,failed,4,CA,140.3615759
2ooUnique Mixtape & 5-Song EP,Music,07/09/2016 22:17,5000,08/08/2016 22:17,1229,failed,22,US,120
ANTIQUE PRAYERS: Distribution for Faith Based Film,Film & Video,27/07/2015 07:00,4790,26/06/2015 10:41,331,failed,7,US,331
The Wing Man,Film & Video,28/11/2013 19:47,4000,29/10/2013 18:47,1110,failed,8,US,1110
Prince Pangur Ban the Fluffy the Collected Series,Comics,14/06/2015 16:00,8000,15/05/2015 16:00,12275,successful,219,US,12275
Liberty: Deception Vol. 1 - A Sci-fi Comic Adventure,Comics,24/04/2016 22:02,20000,15/03/2016 21:02,20947,successful,184,US,20947
The Air Force's Best Kept Secret: Fiction by Michael Kirk,Publishing,30/06/2012 16:43,4000,16/05/2012 16:43,10,failed,1,US,10
The Friper,Crafts,25/08/2014 19:34,200,05/08/2014 19:34,30,failed,3,US,30
"""Kayfabe: Game of Death,"" a large scale performance work by Sam Mickens.",Theater,06/06/2010 02:29,3500,09/03/2010 01:02,1205,failed,24,US,1205
"FIVER! A New, Unique Mobile Social App. Give a FIVER!",Technology,27/09/2014 16:51,25000,29/07/2014 16:51,0,failed,0,US,0
Artistic Spring Playing Cards,Games,14/05/2015 16:00,35000,21/04/2015 19:28,36620,successful,215,DK,5301.562358
G's Diner,Food,27/01/2017 01:00,30000,29/11/2016 00:10,10,live,1,US,0
Community Supported Cheese at Cyril's: SEPTEMBER,Food,19/09/2013 02:00,1480,05/09/2013 23:31,1600,successful,40,US,1600
"SunStream Earth, Clean Energy.",Technology,29/03/2014 18:57,50000,27/02/2014 19:57,1816,failed,24,US,1816
Greedy pigs,Food,22/07/2015 00:24,1500,07/07/2015 00:24,0,failed,0,GB,0
The Allan Book,Comics,10/11/2011 02:43,5500,23/10/2011 02:43,1445.69,failed,52,US,1445.69
"""Through the Shadows"" AND an acoustic hymns album!",Music,02/06/2013 23:30,6700,06/05/2013 16:38,7731,successful,61,US,7731
"Revolver:  A Road Trip Romance in Exile, Feature Film",Film & Video,16/11/2013 05:11,99000,18/10/2013 15:02,105684.91,successful,1531,US,105684.91
Rogues and Scoundrels: Rethink the Recital,Music,25/03/2011 22:00,1500,23/01/2011 03:27,1520,successful,44,US,1520
22 Kings Makes an Album!,Music,09/01/2013 20:11,4500,10/12/2012 20:11,350,failed,6,US,350
Couture Table (Canceled),Crafts,23/03/2012 05:28,800,22/02/2012 06:28,0,canceled,0,US,0
